brand,categories,cashback,tier_rates,upsized,url
Ursime,Fashion,Up to 3% Cashback,New Customers: 3%; Existing Customers: 2%,,https://www.topcashback.com.au/ursime/
Urth,Accessories,10% Cashback,,,https://www.topcashback.com.au/urth/
Valmori,Furniture; Interior Decor; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/valmori/
Van Heusen,Fashion,3% Cashback,,,https://www.topcashback.com.au/van-heusen/
Vans,Footwear; Fashion,Up to 10% Cashback,Full Price Items: 10%; Sale Items up to 70% off (higher discounts ineligible): 5%,yes,https://www.topcashback.com.au/vans/
Vans (NZ),New Zealand Brands,Up to 5% Cashback,Full Price Items: 5%; Sale Items up to 70% off (higher discounts ineligible): 3%,,https://www.topcashback.com.au/vans-nz/
VENDERBY'S,Fashion,10% Cashback,,,https://www.topcashback.com.au/venderbys/
Verali Shoes,Footwear; Fashion,5% Cashback,,,https://www.topcashback.com.au/verali-shoes/
Veronika Maine,Fashion,Up to 8% Cashback,New Customers: 8%; Existing Customers: 5%,yes,https://www.topcashback.com.au/veronika-maine/
Verve Fitness,Activewear,5% Cashback,,,https://www.topcashback.com.au/verve-fitness/
Verve Portraits,Gifts,30% Cashback,,,https://www.topcashback.com.au/verve-portraits/
VetSupply,More Shopping,Up to 6% Cashback,New Customers: 6%; Existing Customers: 4%,,https://www.topcashback.com.au/vetsupply/
VEVOR,Diy; Garden; Home and Garden,3% Cashback,,,https://www.topcashback.com.au/vevor/
Viagogo,Experiences; Gifts; More Shopping,10% Cashback,,yes,https://www.topcashback.com.au/viagogo/
Viator – A TripAdvisor Company,Experiences,10% Cashback,,yes,https://www.topcashback.com.au/viator/
Vibe Hotels,Accommodation; Experiences; Holidays,5% Cashback,,,https://www.topcashback.com.au/vibe-hotels/
VicOffroad,Cars and Bikes; Electricals,8% Cashback,,,https://www.topcashback.com.au/vicoffroad/
Vida Glow,Cosmetics; Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/vida-glow/
vidaXL,Diy; Garden; Furniture; Home Appliances; Interior Decor; Home and Garden,8% Cashback,,,https://www.topcashback.com.au/vidaxl/
Vine Apparel,Fashion,8% Cashback,,yes,https://www.topcashback.com.au/vine-apparel/
VIP Cars,Car Hire,Up to 50% Cashback,"Car Rental (partial prepayment value only, see terms): 50%; Insurance Cover Add-on: 10%",,https://www.topcashback.com.au/vip-cars/
Virgin Australia Flights,Flights,Up to 1.5% Cashback,Domestic Flights: 1.5%; International Short Haul Flights (destinations in terms): 1%,,https://www.topcashback.com.au/virgin-australia-flights/
Virgin Wines,Food and Drinks,Up to 15% Cashback,New Customers: 15%; Existing Customers: 6%,,https://www.topcashback.com.au/virgin-wines/
Vision Direct,Eyecare; Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/vision-direct/
Vistaprint,Gifts; More Shopping,Up to 8% Cashback,"Standard Cashback (new customers): 8%; Standard Cashback (existing customers): 4%; Promotique, Hard Goods, Clothing & Bags: 3%",yes,https://www.topcashback.com.au/vistaprint/
Vital Pharmacy,Fragrances; Health and Beauty,1% Cashback,,,https://www.topcashback.com.au/vital-pharmacy/
Vital Proteins,Health and Beauty; Nutrition and Supplements,Up to 13% Cashback,New Customer Purchase: 13%; Existing Customer Purchase: 6%,,https://www.topcashback.com.au/vital-proteins/
Vitality4Life,Furniture; Home Appliances; Home and Garden,8.5% Cashback,,,https://www.topcashback.com.au/vitality4life/
Vivaia,Fashion,10% Cashback,,,https://www.topcashback.com.au/vivaia/
Vivobarefoot,Footwear; Fashion,10% Cashback,,,https://www.topcashback.com.au/vivobarefoot/
Vivoo,Mobile Phones,10% Cashback,,,https://www.topcashback.com.au/vivoo/
Vixin,Health and Beauty,8% Cashback,,,https://www.topcashback.com.au/vixin/
Vodafone,Contracts and PAYG; Mobile Phones,Up to 110% Cashback,$350 Prepaid Plus SIM - 12 month expiry (reduced to $219): 30%; $40 Prepaid Plus SIM - 28 day expiry (reduced to $14): 30%; Postpaid Plans with Handset (cashback on first month only): 110%; SIM-Only Plans (cashback on first month only): 90%; Prepaid Mobile Plans: 15%; 4G & 5G Home Internet Plans: $45,yes,https://www.topcashback.com.au/vodafone/
Volcom,Activewear; Fashion,2% Cashback,,,https://www.topcashback.com.au/volcom/
Volley,Footwear; Fashion,4% Cashback,,,https://www.topcashback.com.au/volley/
VoltX Energy,Home and Garden,$2 Cashback,,,https://www.topcashback.com.au/voltx-energy/
Vorsen,Furniture,5% Cashback,,,https://www.topcashback.com.au/vorsen/
Vrai,Accessories; Jewellery,2% Cashback,,,https://www.topcashback.com.au/vrai/
Vrbo,Accommodation,2% Cashback,,,https://www.topcashback.com.au/vrbo/
VUSH,Lingerie; Fashion,18% Cashback,,,https://www.topcashback.com.au/vush/
W Lane,Fashion,Up to 5% Cashback,Online Purchase - All Other Products: 2%; Online Purchase - W Lane Brand Products: 5%,,https://www.topcashback.com.au/w-lane/
Wahl,Body and Hair; Health and Beauty; Fashion,5% Cashback,,,https://www.topcashback.com.au/wahl/
Wallaby Shop,Fashion,5% Cashback,,,https://www.topcashback.com.au/wallaby-shop/
Wallpaperdirect,Interior Decor; Home and Garden,3% Cashback,,,https://www.topcashback.com.au/wallpaperdirect/
Wanan Luxury,Luxury,6% Cashback,,,https://www.topcashback.com.au/wanan-luxury/
WAS Travel Insurance,Insurance; Landlord Insurance,18% Cashback,,,https://www.topcashback.com.au/was-travel-insurance/
waterdrop,Food and Drinks,Up to 8% Cashback,New Customers: 8%; Existing Customers: 5%,,https://www.topcashback.com.au/waterdrop/
Wearnala,Lingerie; Fashion,7% Cashback,,,https://www.topcashback.com.au/wearnala/
WeightWatchers,Health and Beauty,$8 Cashback,,,https://www.topcashback.com.au/weightwatchers/
WelleCo,Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/welleco/
Welzo,Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/welzo/
Wheel&Barrow,Interior Decor; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/wheel-and-barrow/
White & Co,Fashion,Up to 8% Cashback,New Customers: 8%; Existing Customers: 5%,,https://www.topcashback.com.au/white-and-co/
White Fox Boutique,Fashion,Up to 4% Cashback,New Customers: 4%; Existing Customers: 3%,,https://www.topcashback.com.au/white-fox-boutique/
White Glo,Body and Hair; Cosmetics; Health and Beauty,20% Cashback,,,https://www.topcashback.com.au/white-glo/
Who Gives A Crap,Health and Beauty,Up to 5% Cashback,New Customers: 5%; Existing Customers: 1%,,https://www.topcashback.com.au/who-gives-a-crap/
Wild,Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/wildau/
Wild Earth,Accessories; Fashion,3.2% Cashback,,,https://www.topcashback.com.au/wild-earth/
WILD LIFE Sydney Zoo,Experiences,2% Cashback,,,https://www.topcashback.com.au/wild-life-sydney-zoo/
Wild Secrets,Health and Beauty,17% Cashback,,yes,https://www.topcashback.com.au/wild-secrets/
Wild Secrets (NZ),New Zealand Brands,Up to 10% Cashback,Online Purchase (no code used): 10%; Online Purchase (listed code used): 5%,,https://www.topcashback.com.au/wild-secrets-nz/
Wild Secrets Lingerie,Lingerie; Fashion,Up to 10% Cashback,Online Purchase (no code used): 10%; Online Purchase (listed code used): 5%,,https://www.topcashback.com.au/wild-secrets-lingerie/
Wild Secrets Lingerie (NZ),New Zealand Brands,Up to 10% Cashback,Online Purchase (no code used): 10%; Online Purchase (listed code used): 5%,,https://www.topcashback.com.au/wild-secrets-lingerie-nz/
Wilderness Wear,Fashion,8% Cashback,,,https://www.topcashback.com.au/wilderness-wear/
Williams Shoes,Footwear; Fashion,5% Cashback,,,https://www.topcashback.com.au/williams-shoes/
Windsor Smith,Footwear; Fashion,Up to 5% Cashback,Online Purchase - Full Price Items: 5%; Online Purchase - Sale Items: 2%,,https://www.topcashback.com.au/windsor-smith/
Wine Selectors,Alcohol; Food and Drinks,10% Cashback,,,https://www.topcashback.com.au/wine-selectors/
Witchery,Fashion,5% Cashback,,,https://www.topcashback.com.au/witchery-/
With Jean,Fashion,No Cashback,,,https://www.topcashback.com.au/with-jean/
Woolworths Groceries,Food; Food and Drinks,Up to 2% Cashback,New Customers (orders $50 to $1000): 2%; Existing Customers (orders $200 to $1000): 0.25%,,https://www.topcashback.com.au/woolworths-groceries/
Wotif,Accommodation; Car Hire; Holidays,Up to 8.5% Cashback,Hotels: 8.5%; Car Hire: 8.5%; Packages: 3%; Activities: 6%; Vacation Rentals: 2%,,https://www.topcashback.com.au/wotif/
Wrangler,Fashion; Menswear,Up to 4% Cashback,Full Price Items: 4%; Sale items: 2%,,https://www.topcashback.com.au/wrangler/
Wrinkles Schminkles,Cosmetics; Health and Beauty,3% Cashback,,,https://www.topcashback.com.au/wrinkles-schminkles/
X50 Lifestyle,Health and Beauty,12% Cashback,,,https://www.topcashback.com.au/x50-lifestyle/
Xali Organics,Body and Hair; Cosmetics; Health and Beauty,Up to 10% Cashback,"Online Purchase - Any Coupon is used: 4%; Online Purchase - New Customer
And Any Coupon is used: 8%; Online Purchase - New Customer: 10%",,https://www.topcashback.com.au/xali-organics/
Xcaret Global,Experiences; Holidays,6% Cashback,,,https://www.topcashback.com.au/xcaret-global/
XHunter,Fashion,6.5% Cashback,,,https://www.topcashback.com.au/xhunter/
XP-PEN,Electricals; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/xp-pen/
Xpluswear,Fashion,5% Cashback,,,https://www.topcashback.com.au/xpluswear/
xTool,Electricals; Home Appliances; Home and Garden,Up to 10% Cashback,Education: 10%; All Other: 4%,,https://www.topcashback.com.au/xtool/
Yamazaki Home,Home and Garden,7% Cashback,,,https://www.topcashback.com.au/yamazaki-home/
Yardgames,Gifts,Up to 10% Cashback,"Online Purchase - Springfree, Peg Perego, John Deere & Henes Broon Items: 6%; Online Purchase - All Other Items: 10%",,https://www.topcashback.com.au/yardgames/
yd.,Fashion,3% Cashback,,,https://www.topcashback.com.au/yd/
yd. (NZ),Fashion; New Zealand Brands,3% Cashback,,,https://www.topcashback.com.au/yd-nz/
Yellow Octopus,Gifts,Up to 4% Cashback,Online Purchase with a voucher code: 0.5%; Online Purchase - Office Supplies: 2%; Online Purchase: 4%,,https://www.topcashback.com.au/yellow-octopus/
Yes Chef Meals,Food; Food and Drinks,Up to 24% Cashback,New Customers: 24%; Existing Customers: 4%,,https://www.topcashback.com.au/yes-chef-meals/
YesStyle,Health and Beauty,4% Cashback,,,https://www.topcashback.com.au/yesstyle/
Yilite Hair,Body and Hair; Health and Beauty,7% Cashback,,,https://www.topcashback.com.au/yilite-hair/
Yinahla,Furniture; Home Appliances; Home and Garden,8% Cashback,,,https://www.topcashback.com.au/yinahla/
Yomojo,Contracts and PAYG; Mobile Phones; More Shopping,$20 Cashback,,,https://www.topcashback.com.au/yomojo/
YOOX,Interior Decor; Kidswear; Luxury; Fashion; Home and Garden; Menswear,3% Cashback,,,https://www.topcashback.com.au/yoox/
You + All Fashion,Accessories; Footwear; Lingerie; Fashion,7% Cashback,,,https://www.topcashback.com.au/you-all-fashion/
Youfoodz,Food; Food and Drinks,No Cashback,,,https://www.topcashback.com.au/youfoodz/
Your Sun Life Resorts,Accommodation,6% Cashback,,,https://www.topcashback.com.au/your-sun-life-resorts/
YSL Beauty,Cosmetics; Fragrances; Health and Beauty,7.7% Cashback,,,https://www.topcashback.com.au/ysl-beauty/
Zaful,Accessories; Footwear; Fashion; Menswear,Up to 16% Cashback,New Zaful Customer: 16%; Existing Zaful Customer: 8%,,https://www.topcashback.com.au/zaful/
Zamel's,Jewellery,5% Cashback,,,https://www.topcashback.com.au/zamels/
ZamiPet,Home and Garden,10% Cashback,,,https://www.topcashback.com.au/zamipet/
Zanui,Furniture; Interior Decor; Home and Garden,Up to 5% Cashback,Existing Customer: 4%; Existing Customer (Using an approved voucher code): 3%; New Customer (Including purchases with an approved voucher code): 5%,,https://www.topcashback.com.au/zanui/
Zavvi,Footwear; Fashion,Up to 5% Cashback,New Customers: 5%; Existing Customers: 1%; Technology: 0.5%,,https://www.topcashback.com.au/zavvi/
Zero Co,Health and Beauty,Up to 5% Cashback,Online Purchase - New Customer: 5%; Online Purchase - Existing Customer: 3%,,https://www.topcashback.com.au/zero-co/
Zing Wellbeing,Food; Food and Drinks; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/zing-wellbeing/
Zoom Travel Insurance,Insurance; Landlord Insurance,8% Cashback,,,https://www.topcashback.com.au/zoom-travel-insurance/
Zulily,Fashion,2% Cashback,,,https://www.topcashback.com.au/zulily/
